Mix_ID,Cement_kg_m3,Fly_Ash_kg_m3,Silica_Fume_kg_m3,Metakaolin_kg_m3,GGBS_kg_m3,RHA_kg_m3,POFA_kg_m3,Fine_Sand_kg_m3,Water_kg_m3,Extra_Water_kg_m3,Water_Binder_Ratio,Na2SiO3_Content_kg_m3,NaOH_Content_kg_m3,KOH_Content_kg_m3,Activator_Molarity_M,Superplasticizer_kg_m3,Polypropylene_Fiber_Content_%,PP_Fiber_kg_m3,Fiber_Length_mm,Compressive_Strength_MPa,Flexural_Strength_MPa,Tensile_Strength_MPa,Elastic_Modulus_GPa,Interlayer_Bond_Strength_MPa,RCPT,Water_Absorption_%,Sorptivity,Gas_Permeability,Chloride_Penetration,Acid_Attack_Loss_%,Sulphate_Resistance_%,Printing_Speed_mm_s,Layer_Height_mm,Nozzle_Diameter_mm,Build_Direction,Print_Orientation,Anisotropy_Index,Density_kg_m3,Porosity_%,SEM_Results,XRD_Results,FTIR_Results,Curing_Temperature_C,Curing_Duration_days,Heat_Curing_Conditions,Curing_Method,Dataset_Distribution,Validation_Dataset,Testing_Dataset,Statistical_Normalization,Missing_Data_Handled,Feature_Selection_Method
SF3DP-CON,360,60,25,0,80,0,0,1200,210,8,0.36,0.0,0.0,0.0,0.0,6.5,0.0,0.0,,42.5,5.8,3.5,26.5,2.7,1820,4.8,0.15,1.30×10⁻17,Moderate,4.1,93,20.0,12.0,24,Vertical,Parallel,1.23,2215,4.9,Layered matrix with moderate pore connectivity and weak interfaces,Dominant cement hydration phases,Moderate silica bonding,40,14,Mild heat curing at 40°C,Controlled chamber curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
SF3DP-SF0.25,340,60,25,0,100,0,0,1200,205,8,0.35,0.0,0.0,0.0,0.0,7.0,0.25,2.5,10.0,54.2,8.2,4.9,34.2,4.3,1420,3.7,0.11,9.4×10⁻18,Low,2.7,96,22.0,12.0,24,Vertical,Parallel,1.18,2298,3.9,Sisal fibers improved crack bridging and reduced voids,Increased amorphous phases,Enhanced silica polymerization,40,14,Mild heat curing at 40°C,Controlled chamber curing,Balanced,0.15,0.15,Standard scaling,Yes,PCA
SF3DP-SF0.50,320,40,45,0,120,0,0,1200,200,10,0.34,0.0,0.0,0.0,0.0,7.6,0.5,5.0,20.0,68.6,11.5,6.8,43.0,6.3,1030,2.7,0.07,6.3×10⁻18,Very Low,1.5,98,24.0,14.0,22,Vertical,Parallel,1.14,2390,2.9,Dense matrix with improved fiber dispersion and interlayer bonding,Reduced crystalline phases,Dense hydration gel formation,60,7,Heat curing at 60°C,Oven heat curing,Balanced,0.15,0.15,Standard scaling,Yes,Recursive feature elimination
SF3DP-SF0.75,300,20,65,0,140,0,0,1200,196,10,0.33,0.0,0.0,0.0,0.0,8.2,0.75,7.5,30.0,82.8,14.9,8.7,51.8,8.6,710,1.9,0.04,4.1×10⁻18,Negligible,0.7,99,26.0,14.0,22,Vertical,Parallel,1.1,2482,2.1,Compact microstructure with strong fiber–matrix adhesion,Strong hybrid hydration phases,Highly polymerized silica bands,70,5,Heat curing at 70°C,Steam-assisted curing,Balanced,0.15,0.15,Standard scaling,Yes,Random forest importance
SF3DP-SF1.00,280,0,85,0,160,0,0,1200,192,10,0.32,0.0,0.0,0.0,0.0,8.8,1.0,10.0,40.0,97.4,18.6,10.9,61.2,11.0,500,1.2,0.02,2.8×10⁻18,Negligible,0.2,100,28.0,16.0,20,Vertical,Parallel,1.06,2578,1.4,Highly dense structure with minimal microcracks and excellent fiber anchorage,Strong amorphous gel structure,Stable silica-rich gel,80,3,Heat curing at 80°C,Steam-assisted curing,Balanced,0.15,0.15,Min-Max normalization,Yes,SHAP-based feature ranking
SF3DP-RHA10,280,0,65,0,140,80,0,1200,194,10,0.32,0.0,0.0,0.0,0.0,8.5,0.8,8.0,30.0,93.0,17.4,10.1,57.5,10.1,570,1.4,0.03,3.1×10⁻18,Negligible,0.3,100,26.0,14.0,20,Vertical,Parallel,1.07,2545,1.6,Fine RHA particles refined nanopore structure,Enhanced amorphous silica hump,Dense silica-rich gel formation,80,3,Heat curing at 80°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
SF3DP-POFA10,280,0,65,0,140,0,80,1200,195,10,0.32,0.0,0.0,0.0,0.0,8.5,0.8,8.0,30.0,92.2,17.0,9.9,57.0,9.9,590,1.5,0.03,3.3×10⁻18,Negligible,0.4,99,26.0,14.0,20,Vertical,Parallel,1.08,2538,1.7,Secondary reaction products improved matrix densification,Increased hydration products,Stable geopolymeric structure,80,3,Heat curing at 80°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Random forest importance
RCA3DP-CON,350,50,20,0,80,0,0,1180,212,8,0.36,0.0,0.0,0.0,0.0,6.2,0.0,0.0,,46.2,6.1,3.7,27.8,2.9,1880,4.9,0.15,1.34×10⁻17,Moderate,4.3,92,20.0,12.0,24,Vertical,Parallel,1.24,2230,5.0,Moderate interlayer voids and weak interfaces,Dominant cement hydration phases,Moderate silica bonding,40,14,Mild heat curing at 40°C,Controlled chamber curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
RCA3DP-NCA25,330,50,20,0,100,0,0,1180,208,8,0.35,0.0,0.0,0.0,0.0,6.8,0.25,2.5,10.0,58.4,8.6,5.1,35.6,4.6,1450,3.8,0.11,9.5×10⁻18,Low,2.8,96,22.0,12.0,24,Vertical,Parallel,1.19,2315,3.9,Natural aggregates improved matrix densification,Increased amorphous phases,Enhanced silica polymerization,40,14,Mild heat curing at 40°C,Controlled chamber curing,Balanced,0.15,0.15,Standard scaling,Yes,PCA
RCA3DP-RCA25,310,40,40,0,120,0,0,1180,204,10,0.34,0.0,0.0,0.0,0.0,7.4,0.5,5.0,12.0,71.0,11.4,6.8,43.8,6.4,1060,2.8,0.08,6.5×10⁻18,Very Low,1.6,98,24.0,14.0,22,Vertical,Parallel,1.15,2402,2.9,Recycled aggregates improved internal curing and reduced microcracks,Reduced crystalline phases,Dense hydration gel formation,60,7,Heat curing at 60°C,Oven heat curing,Balanced,0.15,0.15,Standard scaling,Yes,Recursive feature elimination
RCA3DP-RCA50,290,20,60,0,140,0,0,1180,198,10,0.33,0.0,0.0,0.0,0.0,8.0,0.75,7.5,15.0,84.6,14.8,8.6,52.0,8.5,730,1.9,0.04,4.2×10⁻18,Negligible,0.8,99,26.0,14.0,22,Vertical,Parallel,1.11,2490,2.1,Compact matrix with improved aggregate–paste bonding,Strong hybrid hydration phases,Highly polymerized silica bands,70,5,Heat curing at 70°C,Steam-assisted curing,Balanced,0.15,0.15,Standard scaling,Yes,Random forest importance
RCA3DP-RCA75,270,0,80,0,160,0,0,1180,194,10,0.32,0.0,0.0,0.0,0.0,8.6,1.0,10.0,18.0,98.8,18.3,10.7,61.2,10.9,520,1.2,0.02,2.9×10⁻18,Negligible,0.2,100,28.0,16.0,20,Vertical,Parallel,1.07,2582,1.5,Highly dense structure with minimal pore connectivity,Strong amorphous gel structure,Stable silica-rich gel,80,3,Heat curing at 80°C,Steam-assisted curing,Balanced,0.15,0.15,Min-Max normalization,Yes,SHAP-based feature ranking
RCA3DP-RHA10,270,0,60,0,140,80,0,1180,196,10,0.32,0.0,0.0,0.0,0.0,8.3,0.8,8.0,15.0,94.2,17.0,9.9,57.4,10.0,590,1.4,0.03,3.1×10⁻18,Negligible,0.3,100,26.0,14.0,20,Vertical,Parallel,1.08,2550,1.7,Fine RHA particles refined nanopore structure,Enhanced amorphous silica hump,Dense silica-rich gel formation,80,3,Heat curing at 80°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
RCA3DP-POFA10,270,0,60,0,140,0,80,1180,197,10,0.32,0.0,0.0,0.0,0.0,8.3,0.8,8.0,15.0,93.4,16.8,9.7,56.9,9.8,610,1.5,0.03,3.3×10⁻18,Negligible,0.4,99,26.0,14.0,20,Vertical,Parallel,1.09,2542,1.8,Secondary geopolymeric products improved cohesion,Increased hydration products,Stable geopolymeric structure,80,3,Heat curing at 80°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Random forest importance
CDWG-CON,0,280,30,100,180,0,0,1160,196,8,0.32,118.0,42.0,0.0,12.0,6.8,0.0,0.0,,41.8,5.6,3.4,25.8,2.6,1760,4.6,0.14,1.24×10⁻17,Moderate,4.0,93,20.0,12.0,24,Vertical,Parallel,1.24,2205,4.8,Moderate pore connectivity with weak interlayer zones,Dominant aluminosilicate gel phases,Moderate silica bonding,40,14,Mild heat curing at 40°C,Controlled chamber curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
CDWG-SP,0,260,30,100,200,0,0,1160,192,8,0.31,118.0,42.0,0.0,12.0,7.4,0.25,2.5,10.0,54.5,8.1,4.8,33.8,4.2,1360,3.5,0.1,8.8×10⁻18,Low,2.5,96,22.0,12.0,24,Vertical,Parallel,1.19,2290,3.7,Improved workability and denser matrix structure,Increased amorphous phases,Enhanced silica polymerization,40,14,Mild heat curing at 40°C,Controlled chamber curing,Balanced,0.15,0.15,Standard scaling,Yes,PCA
CDWG-NANO,0,240,50,100,220,0,0,1160,188,10,0.3,115.0,40.0,0.0,14.0,8.0,0.5,5.0,12.0,69.2,11.4,6.7,42.6,6.2,980,2.5,0.07,5.9×10⁻18,Very Low,1.4,98,24.0,14.0,22,Vertical,Parallel,1.15,2385,2.8,Nanoparticles refined pore structure and reduced microcracks,Reduced crystalline phases,Dense geopolymeric gel formation,60,7,Heat curing at 60°C,Oven heat curing,Balanced,0.15,0.15,Standard scaling,Yes,Recursive feature elimination
CDWG-FIBER,0,220,70,100,240,0,0,1160,184,10,0.29,115.0,40.0,0.0,14.0,8.6,0.75,7.5,15.0,84.0,14.9,8.8,51.5,8.5,680,1.7,0.04,3.8×10⁻18,Negligible,0.6,99,26.0,14.0,22,Vertical,Parallel,1.11,2478,2.0,Fibers improved crack bridging and interfacial bonding,Strong hybrid gel phases,Highly polymerized silica bands,70,5,Heat curing at 70°C,Steam-assisted curing,Balanced,0.15,0.15,Standard scaling,Yes,Random forest importance
CDWG-HYBRID,0,200,90,100,260,0,0,1160,180,10,0.28,112.0,38.0,0.0,16.0,9.2,1.0,10.0,18.0,99.5,18.8,11.1,61.0,11.1,470,1.0,0.02,2.5×10⁻18,Negligible,0.2,100,28.0,16.0,20,Vertical,Parallel,1.07,2572,1.3,Highly dense matrix with minimal voids and superior bonding,Strong amorphous geopolymer structure,Stable silica-rich gel,80,3,Heat curing at 80°C,Steam-assisted curing,Balanced,0.15,0.15,Min-Max normalization,Yes,SHAP-based feature ranking
CDWG-RHA10,0,200,70,100,240,80,0,1160,182,10,0.28,112.0,38.0,0.0,16.0,8.9,0.8,8.0,15.0,95.2,17.5,10.3,57.2,10.2,540,1.2,0.02,2.8×10⁻18,Negligible,0.3,100,26.0,14.0,20,Vertical,Parallel,1.08,2540,1.5,Fine RHA particles enhanced nanopore refinement,Enhanced amorphous silica hump,Dense silica-rich gel formation,80,3,Heat curing at 80°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
CDWG-POFA10,0,200,70,100,240,0,80,1160,183,10,0.28,112.0,38.0,0.0,16.0,8.9,0.8,8.0,15.0,94.4,17.2,10.1,56.8,10.0,560,1.3,0.03,3.0×10⁻18,Negligible,0.4,99,26.0,14.0,20,Vertical,Parallel,1.09,2532,1.6,Secondary geopolymeric products improved matrix cohesion,Increased hydration products,Stable geopolymeric structure,80,3,Heat curing at 80°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Random forest importance
HC3DP-CON,320,60,20,0,100,0,0,1150,208,8,0.35,0.0,0.0,0.0,0.0,6.5,0.0,0.0,,40.6,5.4,3.2,24.8,2.5,1920,5.1,0.16,1.42×10⁻17,Moderate,4.5,92,20.0,12.0,24,Vertical,Parallel,1.25,2180,5.3,Moderate pore connectivity with weak interlayer interfaces,Dominant hydration phases,Moderate silica bonding,40,14,Mild heat curing at 40°C,Controlled chamber curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
HC3DP-HF0.25,300,60,20,0,120,0,0,1150,203,8,0.34,0.0,0.0,0.0,0.0,7.0,0.25,2.5,10.0,52.8,7.9,4.7,32.5,4.0,1490,3.9,0.12,1.02×10⁻18,Low,2.9,95,22.0,12.0,24,Vertical,Parallel,1.2,2265,4.1,Hemp fibers improved crack bridging and reduced microvoids,Increased amorphous phases,Enhanced silica polymerization,40,14,Mild heat curing at 40°C,Controlled chamber curing,Balanced,0.15,0.15,Standard scaling,Yes,PCA
HC3DP-HF0.50,280,40,40,0,140,0,0,1150,198,10,0.33,0.0,0.0,0.0,0.0,7.6,0.5,5.0,20.0,66.9,11.0,6.5,41.2,6.0,1100,2.9,0.08,6.9×10⁻18,Very Low,1.7,97,24.0,14.0,22,Vertical,Parallel,1.16,2352,3.1,Dense matrix with improved fiber distribution,Reduced crystalline phases,Dense hydration gel formation,60,7,Heat curing at 60°C,Oven heat curing,Balanced,0.15,0.15,Standard scaling,Yes,Recursive feature elimination
HC3DP-HF0.75,260,20,60,0,160,0,0,1150,194,10,0.32,0.0,0.0,0.0,0.0,8.2,0.75,7.5,30.0,81.0,14.3,8.4,49.8,8.2,760,2.0,0.05,4.5×10⁻18,Negligible,0.8,99,26.0,14.0,22,Vertical,Parallel,1.12,2440,2.3,Compact microstructure with strong fiber–matrix interaction,Strong hybrid hydration phases,Highly polymerized silica bands,70,5,Heat curing at 70°C,Steam-assisted curing,Balanced,0.15,0.15,Standard scaling,Yes,Random forest importance
HC3DP-HF1.00,240,0,80,0,180,0,0,1150,190,10,0.31,0.0,0.0,0.0,0.0,8.8,1.0,10.0,40.0,95.2,18.0,10.6,58.9,10.6,540,1.3,0.02,3.0×10⁻18,Negligible,0.3,100,28.0,16.0,20,Vertical,Parallel,1.08,2530,1.6,Highly dense matrix with minimal microcracks and excellent fiber anchorage,Strong amorphous gel structure,Stable silica-rich gel,80,3,Heat curing at 80°C,Steam-assisted curing,Balanced,0.15,0.15,Min-Max normalization,Yes,SHAP-based feature ranking
HC3DP-RHA10,240,0,60,0,160,80,0,1150,192,10,0.31,0.0,0.0,0.0,0.0,8.5,0.8,8.0,30.0,90.8,16.8,9.8,55.2,9.8,610,1.5,0.03,3.3×10⁻18,Negligible,0.4,100,26.0,14.0,20,Vertical,Parallel,1.09,2500,1.8,Fine RHA particles refined nanopore structure,Enhanced amorphous silica hump,Dense silica-rich gel formation,80,3,Heat curing at 80°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
HC3DP-POFA10,240,0,60,0,160,0,80,1150,193,10,0.31,0.0,0.0,0.0,0.0,8.5,0.8,8.0,30.0,90.0,16.5,9.6,54.8,9.6,630,1.6,0.03,3.5×10⁻18,Negligible,0.5,99,26.0,14.0,20,Vertical,Parallel,1.1,2492,1.9,Secondary geopolymeric products improved matrix cohesion,Increased hydration products,Stable geopolymeric structure,80,3,Heat curing at 80°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Random forest importance
HPFRCC-CON,420,40,30,0,100,0,0,1120,205,8,0.35,0.0,0.0,0.0,0.0,7.0,0.0,0.0,,55.8,7.8,4.5,33.6,3.5,1450,3.9,0.11,8.9×10⁻18,Low,2.8,96,20.0,12.0,24,Vertical,Parallel,1.2,2310,3.8,Moderate pore connectivity and weak interlayer zones,Dominant calcium silicate hydrate phases,Moderate silica bonding,40,14,Mild heat curing at 40°C,Controlled chamber curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
HPFRCC-PVA0.25,400,40,30,0,120,0,0,1120,200,8,0.34,0.0,0.0,0.0,0.0,7.6,0.25,2.5,10.0,69.5,11.2,6.6,42.5,5.6,1080,2.8,0.08,6.2×10⁻18,Very Low,1.6,98,22.0,12.0,24,Vertical,Parallel,1.16,2395,2.9,PVA fibers improved crack bridging and fiber dispersion,Increased amorphous hydration phases,Enhanced silica polymerization,40,14,Mild heat curing at 40°C,Controlled chamber curing,Balanced,0.15,0.15,Standard scaling,Yes,PCA
HPFRCC-PVA0.50,380,20,50,0,140,0,0,1120,196,10,0.33,0.0,0.0,0.0,0.0,8.2,0.5,5.0,15.0,84.8,15.4,9.0,52.0,8.0,760,1.9,0.05,4.1×10⁻18,Negligible,0.8,99,24.0,14.0,22,Vertical,Parallel,1.12,2488,2.1,Dense matrix with improved interfacial bonding,Reduced crystalline phases,Dense hydration gel formation,60,7,Heat curing at 60°C,Oven heat curing,Balanced,0.15,0.15,Standard scaling,Yes,Recursive feature elimination
HPFRCC-PVA0.75,360,0,70,0,160,0,0,1120,192,10,0.32,0.0,0.0,0.0,0.0,8.8,0.75,7.5,20.0,100.6,19.8,11.7,61.8,10.7,520,1.2,0.02,2.7×10⁻18,Negligible,0.3,100,26.0,14.0,22,Vertical,Parallel,1.08,2582,1.4,Compact microstructure with excellent fiber anchorage,Strong hybrid hydration phases,Highly polymerized silica bands,70,5,Heat curing at 70°C,Steam-assisted curing,Balanced,0.15,0.15,Standard scaling,Yes,Random forest importance
HPFRCC-PVA1.00,340,0,90,0,180,0,0,1120,188,10,0.31,0.0,0.0,0.0,0.0,9.4,1.0,10.0,25.0,116.4,24.5,14.5,72.0,13.5,340,0.8,0.01,1.8×10⁻18,Negligible,0.1,100,28.0,16.0,20,Vertical,Parallel,1.04,2678,0.9,Highly dense structure with minimal microcracks and superior interlayer cohesion,Strong amorphous gel structure,Stable silica-rich gel,80,3,Heat curing at 80°C,Steam-assisted curing,Balanced,0.15,0.15,Min-Max normalization,Yes,SHAP-based feature ranking
HPFRCC-RHA10,340,0,70,0,160,80,0,1120,190,10,0.31,0.0,0.0,0.0,0.0,9.0,0.8,8.0,20.0,111.8,22.9,13.4,68.2,12.4,390,0.9,0.01,2.0×10⁻18,Negligible,0.1,100,26.0,14.0,20,Vertical,Parallel,1.05,2645,1.1,Fine RHA particles refined nanopore structure,Enhanced amorphous silica hump,Dense silica-rich gel formation,80,3,Heat curing at 80°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
HPFRCC-POFA10,340,0,70,0,160,0,80,1120,191,10,0.31,0.0,0.0,0.0,0.0,9.0,0.8,8.0,20.0,110.9,22.5,13.2,67.8,12.2,410,1.0,0.02,2.2×10⁻18,Negligible,0.2,99,26.0,14.0,20,Vertical,Parallel,1.06,2638,1.2,Secondary hydration products improved matrix densification,Increased hydration products,Stable geopolymeric structure,80,3,Heat curing at 80°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Random forest importance
EBM-CON,120,0,0,0,0,80,0,1450,240,12,0.4,0.0,0.0,0.0,0.0,2.5,0.0,0.0,,8.5,1.8,0.9,4.2,0.7,3250,12.5,0.42,3.20×10⁻17,High,9.2,78,18.0,14.0,26,Vertical,Parallel,1.32,1780,14.2,Large pores and weak earthen particle bonding observed,Dominant quartz and clay mineral phases,Weak silica bonding peaks,30,28,Ambient curing,Air curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
EBM-RHF0.25,110,0,0,0,0,100,0,1450,235,12,0.39,0.0,0.0,0.0,0.0,3.0,0.25,2.5,10.0,11.2,2.6,1.4,5.8,1.1,2780,10.2,0.35,2.70×10⁻17,Moderate,7.0,83,20.0,14.0,26,Vertical,Parallel,1.26,1845,11.8,Rice husk fibers improved crack arresting and reduced pore connectivity,Increased amorphous silica phases,Enhanced silicate bonding,30,28,Ambient curing,Air curing,Balanced,0.15,0.15,Standard scaling,Yes,PCA
EBM-RHF0.50,100,0,0,0,0,120,0,1450,230,14,0.38,0.0,0.0,0.0,0.0,3.5,0.5,5.0,15.0,14.8,3.7,2.0,7.6,1.8,2260,8.0,0.28,2.10×10⁻17,Moderate,5.1,88,22.0,16.0,24,Vertical,Parallel,1.2,1912,9.4,Improved fiber dispersion and denser earthen matrix,Reduced crystalline clay peaks,Dense aluminosilicate gel formation,40,14,Mild heat curing at 40°C,Chamber curing,Balanced,0.15,0.15,Standard scaling,Yes,Recursive feature elimination
EBM-RHF0.75,90,0,0,0,0,140,0,1450,225,14,0.37,0.0,0.0,0.0,0.0,4.0,0.75,7.5,20.0,18.5,4.9,2.8,9.5,2.6,1780,6.2,0.2,1.55×10⁻17,Low,3.4,92,24.0,16.0,24,Vertical,Parallel,1.15,1980,7.1,Compact structure with strong fiber–soil interaction,Strong hybrid amorphous phases,Highly polymerized silica bands,50,10,Heat curing at 50°C,Oven heat curing,Balanced,0.15,0.15,Standard scaling,Yes,Random forest importance
EBM-RHF1.00,80,0,0,0,0,160,0,1450,220,14,0.36,0.0,0.0,0.0,0.0,4.5,1.0,10.0,25.0,22.4,6.2,3.7,11.8,3.5,1320,4.8,0.14,1.02×10⁻17,Low,2.0,96,26.0,18.0,22,Vertical,Parallel,1.1,2055,5.3,Highly dense matrix with minimal microcracks and excellent fiber anchorage,Strong amorphous geopolymeric structure,Stable silica-rich gel,60,7,Heat curing at 60°C,Steam-assisted curing,Balanced,0.15,0.15,Min-Max normalization,Yes,SHAP-based feature ranking
EBM-RHA10,80,0,0,0,0,180,0,1450,222,14,0.36,0.0,0.0,0.0,0.0,4.2,0.8,8.0,20.0,20.9,5.8,3.4,11.0,3.2,1450,5.0,0.15,1.10×10⁻17,Low,2.3,95,24.0,16.0,22,Vertical,Parallel,1.12,2028,5.8,Fine rice husk ash particles refined nanopore structure,Enhanced amorphous silica hump,Dense silica-rich gel formation,60,7,Heat curing at 60°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
EBM-POFA10,80,0,0,0,0,160,20,1450,223,14,0.36,0.0,0.0,0.0,0.0,4.2,0.8,8.0,20.0,20.4,5.6,3.3,10.8,3.1,1510,5.2,0.16,1.15×10⁻17,Low,2.5,94,24.0,16.0,22,Vertical,Parallel,1.13,2015,6.0,Secondary pozzolanic products improved matrix densification,Increased hydration products,Stable geopolymeric structure,60,7,Heat curing at 60°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Random forest importance
G3DP-CON,0,320,25,80,180,0,0,1180,200,8,0.32,120.0,40.0,0.0,12.0,6.5,0.0,0.0,,44.5,6.0,3.6,27.0,2.8,1680,4.3,0.13,1.18×10⁻17,Moderate,3.8,94,20.0,12.0,24,Vertical,Parallel,1.22,2245,4.5,Moderate interlayer voids and heterogeneous geopolymer gel,Dominant aluminosilicate gel phases,Moderate silica bonding,40,14,Mild heat curing at 40°C,Controlled chamber curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
G3DP-ISW25,0,300,25,80,200,0,0,1180,195,8,0.31,118.0,40.0,0.0,12.0,7.0,0.25,2.5,10.0,58.8,8.7,5.2,36.2,4.8,1290,3.2,0.09,8.0×10⁻18,Low,2.2,97,22.0,12.0,24,Vertical,Parallel,1.17,2335,3.5,Industrial waste particles improved matrix densification,Increased amorphous phases,Enhanced silica polymerization,40,14,Mild heat curing at 40°C,Controlled chamber curing,Balanced,0.15,0.15,Standard scaling,Yes,PCA
G3DP-ISW50,0,280,45,80,220,0,0,1180,190,10,0.3,116.0,38.0,0.0,14.0,7.8,0.5,5.0,15.0,74.2,12.2,7.1,45.8,6.9,910,2.2,0.06,5.2×10⁻18,Very Low,1.1,99,24.0,14.0,22,Vertical,Parallel,1.13,2432,2.5,Dense matrix with reduced pore connectivity,Reduced crystalline phases,Dense geopolymeric gel formation,60,7,Heat curing at 60°C,Oven heat curing,Balanced,0.15,0.15,Standard scaling,Yes,Recursive feature elimination
G3DP-ISW75,0,260,65,80,240,0,0,1180,186,10,0.29,114.0,38.0,0.0,14.0,8.5,0.75,7.5,20.0,89.9,16.0,9.4,55.6,9.3,620,1.5,0.03,3.4×10⁻18,Negligible,0.5,100,26.0,14.0,22,Vertical,Parallel,1.09,2528,1.7,Compact microstructure with improved interlayer cohesion,Strong hybrid gel phases,Highly polymerized silica bands,70,5,Heat curing at 70°C,Steam-assisted curing,Balanced,0.15,0.15,Standard scaling,Yes,Random forest importance
G3DP-ISW100,0,240,85,80,260,0,0,1180,182,10,0.28,112.0,36.0,0.0,16.0,9.2,1.0,10.0,25.0,106.4,20.2,12.0,66.0,12.0,410,0.9,0.01,2.1×10⁻18,Negligible,0.1,100,28.0,16.0,20,Vertical,Parallel,1.05,2625,1.1,Highly dense matrix with minimal microcracks and superior bonding,Strong amorphous geopolymer structure,Stable silica-rich gel,80,3,Heat curing at 80°C,Steam-assisted curing,Balanced,0.15,0.15,Min-Max normalization,Yes,SHAP-based feature ranking
G3DP-RHA10,0,240,65,80,240,80,0,1180,184,10,0.28,112.0,36.0,0.0,16.0,8.9,0.8,8.0,20.0,101.2,18.8,11.0,62.2,11.1,470,1.0,0.02,2.3×10⁻18,Negligible,0.2,100,26.0,14.0,20,Vertical,Parallel,1.06,2592,1.3,Fine RHA particles refined nanopore structure,Enhanced amorphous silica hump,Dense silica-rich gel formation,80,3,Heat curing at 80°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
G3DP-POFA10,0,240,65,80,240,0,80,1180,185,10,0.28,112.0,36.0,0.0,16.0,8.9,0.8,8.0,20.0,100.5,18.5,10.8,61.8,10.9,490,1.1,0.02,2.5×10⁻18,Negligible,0.3,99,26.0,14.0,20,Vertical,Parallel,1.07,2585,1.4,Secondary geopolymeric products improved matrix cohesion,Increased hydration products,Stable geopolymeric structure,80,3,Heat curing at 80°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Random forest importance
BWG-CON,0,280,20,120,80,0,0,1180,205,8,0.34,115.0,38.0,0.0,12.0,6.2,0.0,0.0,,32.5,4.8,2.9,20.8,2.0,2150,5.8,0.18,1.65×10⁻17,Moderate,5.0,90,20.0,12.0,24,Vertical,Parallel,1.24,2145,6.0,Weak geopolymer gel with interconnected pores observed,Dominant quartz and aluminosilicate phases,Moderate silica bonding,40,14,Mild heat curing at 40°C,Controlled chamber curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
BWG-CA10,0,260,20,120,100,0,0,1180,200,8,0.33,115.0,38.0,0.0,12.0,6.8,0.25,2.5,10.0,45.2,6.9,4.1,28.5,3.7,1620,4.2,0.12,1.08×10⁻17,Low,3.0,95,22.0,12.0,24,Vertical,Parallel,1.19,2232,4.5,Calcium incorporation improved matrix densification,Increased amorphous phases,Enhanced silicate polymerization,40,14,Mild heat curing at 40°C,Controlled chamber curing,Balanced,0.15,0.15,Standard scaling,Yes,PCA
BWG-CA20,0,240,40,120,120,0,0,1180,196,10,0.32,112.0,36.0,0.0,14.0,7.5,0.5,5.0,15.0,60.8,9.8,5.8,37.8,5.8,1180,3.0,0.08,7.0×10⁻18,Very Low,1.8,97,24.0,14.0,22,Vertical,Parallel,1.15,2325,3.2,Reduced microcracks and improved gel continuity,Reduced crystalline peaks,Dense geopolymeric gel formation,60,7,Heat curing at 60°C,Oven heat curing,Balanced,0.15,0.15,Standard scaling,Yes,Recursive feature elimination
BWG-CA30,0,220,60,120,140,0,0,1180,192,10,0.31,110.0,36.0,0.0,14.0,8.2,0.75,7.5,20.0,77.0,13.4,7.9,47.5,8.3,790,2.0,0.05,4.5×10⁻18,Negligible,0.8,99,26.0,14.0,22,Vertical,Parallel,1.1,2420,2.1,Compact microstructure with strong particle bonding,Strong hybrid calcium-aluminosilicate phases,Highly polymerized silica bands,70,5,Heat curing at 70°C,Steam-assisted curing,Balanced,0.15,0.15,Standard scaling,Yes,Random forest importance
